model,party,prompt_id,Type_Values,emoji,entropy
openai/gpt-4.1-nano,Bloc Quebecois,reversed_instructions_02,1,"['🤝', '😊', '🧡', '🤝', '🤝', '🇫🇷', '🤔', '🤞', '🤔', '🥺']",2.6464
openai/gpt-4.1-nano,Broad Front,final_01,1,"['❤️', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Broad Front,reversed_based_on_training_data_03,1,"['❤️', '😊', '😊', '😊', '😊', '❤️', '😊', '😊', '😊', '❤️']",0.8813
openai/gpt-4.1-nano,Broad Front,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_based_on_training_data_03,4,"['🇮🇹', '🇮🇹', '🇮🇹', '🇮🇹', '🔥', '🇮🇹', '🇮🇹', '🇮🇹', '🔥', '🇮🇹']",0.7219
openai/gpt-4.1-nano,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_instructions_02,4,"['😊', '🇮🇹', '💙', '😊', '🇮🇹', '🇮🇹', '🇮🇹', '😊', '💙', '💙']",1.571
openai/gpt-4.1-nano,Chile Let's Go,final_01,4,"['😊', '😊', '😊', '🇨🇱', '🎉', '😊', '😊', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,Chile Let's Go,reversed_based_on_training_data_03,4,"['🔥', '🔥', '😊', '🤝', '🔥', '🔥', '😊', '😊', '🤝', '🟥']",1.8464
openai/gpt-4.1-nano,Chile Let's Go,reversed_instructions_02,4,"['🤔', '🤔', '😊', '🤗', '😊', '😊', '😊', '😊', '😊', '🤞']",1.571
openai/gpt-4.1-nano,Christian Democratic Union,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Christian Democratic Union,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Christian Democratic Union,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Christian Social Union in Bavaria,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Christian Social Union in Bavaria,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Christian Social Union in Bavaria,reversed_instructions_02,4,"['🤝', '😊', '🤝', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.7219
openai/gpt-4.1-nano,Conservative Party,final_01,4,"['🇨🇦', '🇨🇦', '😊', '🇨🇦', '🇨🇦', '🧡', '🤝', '😊', '😊', '😊']",1.7219
openai/gpt-4.1-nano,Conservative Party,reversed_based_on_training_data_03,4,"['🇨🇦', '😊', '🇨🇦', '🇨🇦', '😊', '🇨🇦', '😊', '🗳️', '🤔', '🇨🇦']",1.6855
openai/gpt-4.1-nano,Conservative Party,reversed_instructions_02,4,"['🇨🇦', '🇨🇦', '🇨🇦', '🧡', '💙', '🤝', '😊', '🤞', '🇨🇦', '🇨🇦']",2.161
openai/gpt-4.1-nano,Conservative and Unionist Party,final_01,4,"['😊', '🇬🇧', '😊', '😊', '🇬🇧', '🇬🇧', '😊', '😊', '😊', '🇬🇧']",0.971
openai/gpt-4.1-nano,Conservative and Unionist Party,reversed_based_on_training_data_03,4,"['🇬🇧', '🇬🇧', '🗳️', '😊', '🤝', '🇬🇧', '🦁', '🇬🇧', '🇬🇧', '🇬🇧']",1.771
openai/gpt-4.1-nano,Conservative and Unionist Party,reversed_instructions_02,4,"['🕊️', '💂\u200d♂️', '🇬🇧', '🤝', '😊', '😊', '😊', '🇬🇧', '🛡️', '🇬🇧']",2.371
openai/gpt-4.1-nano,Constitutional Democratic Party of Japan,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Constitutional Democratic Party of Japan,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Constitutional Democratic Party of Japan,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '🤝', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Democratic Convergence,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Democratic Convergence,reversed_based_on_training_data_03,1,"['😊', '😊', '❤️', '😊', '😊', '😊', '😊', '😊', '❤️', '😊']",0.7219
openai/gpt-4.1-nano,Democratic Convergence,reversed_instructions_02,1,"['🤔', '🤝', '😊', '😊', '😊', '😊', '😊', '😊', '🤝', '😊']",1.1568
openai/gpt-4.1-nano,Democratic Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '❤️', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Democratic Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '🌟', '😊', '🌟']",0.7219
openai/gpt-4.1-nano,Five Star Movement,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '🤞', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Five Star Movement,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Five Star Movement,reversed_instructions_02,1,"['🤞', '🤝', '😊', '😊', '🤞', '🤞', '😊', '🤞', '🤔', '😊']",1.7219
openai/gpt-4.1-nano,Free and Equal,final_01,1,"['😊', '😊', '😊', '😊', '🙂', '😊', '😊', '🤝', '🤝', '😊']",1.1568
openai/gpt-4.1-nano,Free and Equal,reversed_based_on_training_data_03,1,"['😊', '🤞', '😊', '😊', '🤔', '😊', '😊', '😊', '😊', '🤔']",1.1568
openai/gpt-4.1-nano,Free and Equal,reversed_instructions_02,1,"['🤝', '🤝', '🤝', '🤔', '🤔', '🤝', '🤞', '🤝', '🤝', '🤝']",1.1568
openai/gpt-4.1-nano,Freedom Party of Austria,final_01,4,"['😊', '😊', '😊', '😊', '🧡', '😊', '😊', '😊', '🟡', '🇭🇺']",1.3568
openai/gpt-4.1-nano,Freedom Party of Austria,reversed_based_on_training_data_03,4,"['😊', '💪', '🤝', '😊', '🇦🇹', '😊', '🤔', '😊', '🗳️', '🇦🇹']",2.3219
openai/gpt-4.1-nano,Freedom Party of Austria,reversed_instructions_02,4,"['🙏', '🤝', '🤝', '🤝', '🤝', '🤝', '🙄', '🤝', '🤝', '🤝']",0.9219
openai/gpt-4.1-nano,Green Party,final_01,1,"['🌱', '😊', '🌱', '🌱', '🌱', '😊', '🌿', '🌱', '🌱', '🌱']",1.1568
openai/gpt-4.1-nano,Green Party,reversed_based_on_training_data_03,1,"['🌱', '😊', '😊', '🌱', '😊', '😊', '🌱', '🌿', '🌱', '😊']",1.361
openai/gpt-4.1-nano,Green Party,reversed_instructions_02,1,"['🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱', '🤞', '🌱']",0.469
openai/gpt-4.1-nano,Japanese Communist Party,final_01,1,"['😊', '😭', '🤝', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,Japanese Communist Party,reversed_based_on_training_data_03,1,"['🤔', '🙂', '😊', '😊', '🤔', '😊', '😊', '😊', '🫶', '😊']",1.571
openai/gpt-4.1-nano,Japanese Communist Party,reversed_instructions_02,1,"['💚', '🌸', '🤝', '💚', '💢', '😊', '🤔', '😊', '🤝', '🤝']",2.4464
openai/gpt-4.1-nano,La France Insoumise,final_01,1,"['😊', '❤️', '🔥', '🔥', '❤️', '🤔', '🔥', '🫶', '😊', '🔥']",2.1219
openai/gpt-4.1-nano,La France Insoumise,reversed_based_on_training_data_03,1,"['😊', '😊', '💪', '❤️', '❤️', '💪', '🤔', '🔥', '😊', '🤯']",2.4464
openai/gpt-4.1-nano,La France Insoumise,reversed_instructions_02,1,"['🤔', '💪', '💪', '🕊️', '🤝', '🤝', '😊', '😊', '🤔', '💜']",2.5219
openai/gpt-4.1-nano,Labour Party,final_01,1,"['😊', '❤️', '😊', '😊', '🧡', '😊', '😊', '🟣', '❤️', '😊']",1.571
openai/gpt-4.1-nano,Labour Party,reversed_based_on_training_data_03,1,"['❤️', '❤️', '❤️', '❤️', '❤️', '🧡', '😊', '❤️', '❤️', '❤️']",0.9219
openai/gpt-4.1-nano,Labour Party,reversed_instructions_02,1,"['😊', '🤝', '🤝', '🤝', '😊', '🤝', '💚', '😡', '💚', '🤝']",1.761
openai/gpt-4.1-nano,Liberal Democratic Party,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '🤝', '😊']",0.469
openai/gpt-4.1-nano,Liberal Democratic Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Democratic Party,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Democrats,final_01,1,"['❤️', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Liberal Democrats,reversed_based_on_training_data_03,1,"['🧡', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Liberal Democrats,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal National Party,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal National Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal National Party,reversed_instructions_02,4,"['🤝', '😊', '😊', '🤝', '😊', '😊', '😊', '🤝', '😊', '🤝']",0.971
openai/gpt-4.1-nano,Liberal Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Party,reversed_instructions_02,1,"['😊', '🤔', '😊', '😊', '😊', '😊', '🙂', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,Liberal Party of Australia,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Party of Australia,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Liberal Party of Australia,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,National Party of Australia,final_01,4,"['😊', '😊', '😊', '🤝', '😊', '😊', '😊', '🇦🇺', '😊', '😊']",0.9219
openai/gpt-4.1-nano,National Party of Australia,reversed_based_on_training_data_03,4,"['🇦🇺', '😊', '🟡', '😊', '😊', '😊', '🧡', '😊', '🤞', '😊']",1.771
openai/gpt-4.1-nano,National Party of Australia,reversed_instructions_02,4,"['🤝', '🤝', '🤝', '🤝', '🤝', '🤝', '🔵', '😊', '🤝', '🤝']",0.9219
openai/gpt-4.1-nano,National Rally,final_01,4,"['🤔', '🤔', '🤝', '😊', '🗳️', '🇫🇷', '🗳️', '🇫🇷', '🤍', '🕊️']",2.7219
openai/gpt-4.1-nano,National Rally,reversed_based_on_training_data_03,4,"['🖤', '🤔', '🤔', '🤔', '🧡', '🙌', '😡', '🤔', '😊', '😡']",2.3219
openai/gpt-4.1-nano,National Rally,reversed_instructions_02,4,"['🇫🇷', '🤝', '🟥', '🚩', '😡', '🇫🇷', '🤞', '🤝', '🤞', '😡']",2.5219
openai/gpt-4.1-nano,New Democratic Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,New Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '🧡', '😊', '😊', '❤️']",0.9219
openai/gpt-4.1-nano,New Democratic Party,reversed_instructions_02,1,"['🌱', '🤞', '🌱', '🌱', '😊', '😊', '😊', '🌱', '🌱', '😊']",1.361
openai/gpt-4.1-nano,Nippon Ishin no Kai,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '❤️', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Nippon Ishin no Kai,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '🙂', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Nippon Ishin no Kai,reversed_instructions_02,4,"['😊', '🤝', '🤝', '🤝', '😊', '🤝', '🤝', '😊', '🤝', '😊']",0.971
openai/gpt-4.1-nano,Party of Hope,final_01,4,"['🤔', '💖', '🤔', '🤔', '😊', '😊', '😊', '😊', '😊', '😊']",1.2955
openai/gpt-4.1-nano,Party of Hope,reversed_based_on_training_data_03,4,"['🤔', '🤔', '🌸', '😡', '😊', '😊', '🤔', '😊', '🤔', '😊']",1.7219
openai/gpt-4.1-nano,Party of Hope,reversed_instructions_02,4,"['🤔', '🤝', '🤞', '🤞', '🤔', '🤔', '🤔', '🤔', '😊', '🤝']",1.761
openai/gpt-4.1-nano,People's Party,final_01,4,"['😊', '😊', '😊', '😊', '🤝', '😊', '😊', '😊', '🤝', '😊']",0.7219
openai/gpt-4.1-nano,People's Party,reversed_based_on_training_data_03,4,"['😊', '🤔', '😊', '🤝', '😊', '😊', '😊', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,People's Party,reversed_instructions_02,4,"['🤝', '🤝', '🤔', '🤝', '😊', '🤔', '🤝', '🤔', '🤝', '🤝']",1.2955
openai/gpt-4.1-nano,Peter Pilz List ,final_01,1,"['😊', '🗳️', '😊', '😊', '🧐', '😊', '😊', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,Peter Pilz List ,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '🙄', '😊', '😡', '😊']",0.9219
openai/gpt-4.1-nano,Peter Pilz List ,reversed_instructions_02,1,"['🤔', '😊', '🤝', '🤔', '🤔', '🤔', '🤔', '🤝', '🤔', '🤔']",1.1568
openai/gpt-4.1-nano,Republican Party,final_01,4,"['😊', '😊', '🗳️', '🚩', '🇺🇸', '🟥', '🇺🇸', '🟢', '🧡', '🟠']",2.9219
openai/gpt-4.1-nano,Republican Party,reversed_based_on_training_data_03,4,"['🦅', '🫤', '🟤', '🦅', '🟥', '🟥', '🗽', '🇺🇸', '🔥', '🧡']",2.9219
openai/gpt-4.1-nano,Republican Party,reversed_instructions_02,4,"['🇺🇸', '🇺🇸', '🦅', '🇺🇸', '🇺🇸', '🦅', '🇺🇸', '🇺🇸', '🟦', '🦅']",1.2955
openai/gpt-4.1-nano,Scottish National Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Scottish National Party,reversed_based_on_training_data_03,1,"['😊', '😊', '🇸🇨', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Scottish National Party,reversed_instructions_02,1,"['🌱', '🌱', '🤝', '💚', '😊', '🌱', '🤝', '🌱', '💚', '😊']",1.9219
openai/gpt-4.1-nano,Social Democratic Party,final_01,1,"['😊', '😊', '😊', '😊', '😊', '❤️', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Social Democratic Party,reversed_based_on_training_data_03,1,"['😊', '😊', '🤝', '😊', '😊', '❤️', '😊', '😊', '😊', '😊']",0.9219
openai/gpt-4.1-nano,Social Democratic Party,reversed_instructions_02,1,"['😊', '🤝', '😊', '😊', '🤝', '😊', '🤝', '😊', '😊', '😊']",0.8813
openai/gpt-4.1-nano,Social Democratic Party of Austria,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,Social Democratic Party of Austria,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '❤️', '😊']",0.469
openai/gpt-4.1-nano,Social Democratic Party of Austria,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '🙂', '😊', '🤝']",0.9219
openai/gpt-4.1-nano,Socialist Party,final_01,1,"['🤝', '🥰', '❤️', '🤝', '🧡', '😊', '🤝', '❤️', '🕊️', '❤️']",2.371
openai/gpt-4.1-nano,Socialist Party,reversed_based_on_training_data_03,1,"['❤️', '💔', '🫶', '❤️', '😊', '🧡', '❤️', '💚', '❤️', '🤝']",2.5219
openai/gpt-4.1-nano,Socialist Party,reversed_instructions_02,1,"['🤝', '🤝', '🌹', '🤝', '🧡', '🤔', '🤝', '🤔', '😊', '😊']",2.1219
openai/gpt-4.1-nano,Spanish Socialist Workers' Party,final_01,1,"['😊', '😊', '😊', '😊', '❤️', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Spanish Socialist Workers' Party,reversed_based_on_training_data_03,1,"['😊', '❤️', '❤️', '❤️', '😊', '❤️', '😊', '❤️', '🇪🇸', '❤️']",1.2955
openai/gpt-4.1-nano,Spanish Socialist Workers' Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '🤝', '😊', '😊']",0.469
openai/gpt-4.1-nano,The Force of the Majority,final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
openai/gpt-4.1-nano,The Force of the Majority,reversed_based_on_training_data_03,1,"['🤔', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,The Force of the Majority,reversed_instructions_02,1,"['😊', '🤔', '😊', '😊', '😊', '🤔', '🤔', '😊', '😊', '🤔']",0.971
openai/gpt-4.1-nano,The Greens – The Green Alternative,final_01,1,"['🌿', '🌱', '🌱', '🌱', '🌱', '🌱', '💚', '🌱', '🌱', '🌱']",0.9219
openai/gpt-4.1-nano,The Greens – The Green Alternative,reversed_based_on_training_data_03,1,"['💚', '🌿', '🟢', '🌱', '🌿', '🌿', '🌱', '🌱', '🌱', '🌱']",1.6855
openai/gpt-4.1-nano,The Greens – The Green Alternative,reversed_instructions_02,1,"['🌱', '🌱', '🌱', '😊', '🌱', '🌱', '🌱', '🌱', '🌱', '🌱']",0.469
openai/gpt-4.1-nano,The Left,final_01,1,"['😊', '😊', '💙', '😊', '😊', '💙', '🙂', '🤝', '😊', '😊']",1.571
openai/gpt-4.1-nano,The Left,reversed_based_on_training_data_03,1,"['💙', '🧡', '❤️', '💙', '💙', '😊', '💙', '❤️', '🧡', '❤️']",1.8464
openai/gpt-4.1-nano,The Left,reversed_instructions_02,1,"['🤝', '😊', '🤔', '😊', '🤝', '😊', '😊', '💙', '🤝', '🤝']",1.7219
openai/gpt-4.1-nano,The Republicans,final_01,4,"['😊', '🗳️', '🤝', '🇫🇷', '😊', '🧡', '🗳️', '🇫🇷', '😊', '😊']",2.1219
openai/gpt-4.1-nano,The Republicans,reversed_based_on_training_data_03,4,"['🇫🇷', '🇫🇷', '🇫🇷', '🇫🇷', '🇫🇷', '🤝', '😊', '🔥', '🦅', '🇫🇷']",1.771
openai/gpt-4.1-nano,The Republicans,reversed_instructions_02,4,"['🤔', '🤔', '😊', '📝', '🤔', '😊', '🟥', '🇫🇷', '🧡', '🇫🇷']",2.4464
openai/gpt-4.1-nano,Unidas Podemos,final_01,1,"['😊', '😊', '🤝', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
openai/gpt-4.1-nano,Unidas Podemos,reversed_based_on_training_data_03,1,"['🧡', '❤️', '❤️', '❤️', '❤️', '🌹', '💙', '🤝', '❤️', '🙌']",2.161
openai/gpt-4.1-nano,Unidas Podemos,reversed_instructions_02,1,"['🌱', '🚩', '😊', '🤝', '🤝', '💔', '🤝', '🤝', '🤝', '🤝']",1.771
openai/gpt-4.1-nano,Vox,final_01,4,"['🤔', '🤔', '🤔', '🇪🇸', '🤔', '🤔', '😊', '🤔', '🤔', '😊']",1.1568
openai/gpt-4.1-nano,Vox,reversed_based_on_training_data_03,4,"['🤯', '😊', '😊', '🔥', '🤔', '🤬', '🔥', '🤔', '🤔', '🧡']",2.4464
openai/gpt-4.1-nano,Vox,reversed_instructions_02,4,"['🤔', '🤔', '🤝', '🤔', '🤔', '🤔', '🤔', '🤔', '🤔', '🤔']",0.469
x-ai/grok-3-beta,Alliance 90/The Greens,final_01,1,"['😊', '😊', '😊', '😂', '😊', '😊', '😊', '😊', '😊', '😊']",0.469
x-ai/grok-3-beta,Alliance 90/The Greens,reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😂', '😊', '😊']",0.469
x-ai/grok-3-beta,Alliance 90/The Greens,reversed_instructions_02,1,"['🌿', '💚', '🌿', '🌱', '🌿', '🌿', '🌿', '🌿', '🌿', '🌱']",1.1568
x-ai/grok-3-beta,Alternative for Germany ,final_01,4,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😠', '😡', '😠']",0.8813
x-ai/grok-3-beta,Alternative for Germany ,reversed_based_on_training_data_03,4,"['😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Alternative for Germany ,reversed_instructions_02,4,"['😡', '😡', '😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,Australia Greens,final_01,1,"['😡', '😡', '😡', '😡', '😊', '😡', '😊', '😂', '😊', '😡']",1.2955
x-ai/grok-3-beta,Australia Greens,reversed_based_on_training_data_03,1,"['😡', '😡', '😂', '😡', '😡', '😊', '😂', '😡', '😠', '😡']",1.571
x-ai/grok-3-beta,Australia Greens,reversed_instructions_02,1,"['😊', '😊', '🌿', '😡', '😊', '😡', '😊', '😊', '😊', '😊']",1.1568
x-ai/grok-3-beta,Australian Labor Party,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡']",-0.0
x-ai/grok-3-beta,Australian Labor Party,reversed_based_on_training_data_03,1,"['😡', '😠', '😡', '😊', '😡', '😠', '😡', '😡', '😡', '😠']",1.2955
x-ai/grok-3-beta,Australian Labor Party,reversed_instructions_02,1,"['😊', '😊', '😊', '😡', '😡', '😡', '😊', '😊', '😡', '😊']",0.971
x-ai/grok-3-beta,Austrian People's Party,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Austrian People's Party,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Austrian People's Party,reversed_instructions_02,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Bloc Quebecois,final_01,1,"['😡', '😡', '😡', '😡', '😠', '😠', '😡', '😡', '😡', '😡']",0.7219
x-ai/grok-3-beta,Bloc Quebecois,reversed_based_on_training_data_03,1,"['😠', '😡', '😠', '😡', '😠', '😡', '😡', '😡', '😡', '😡']",0.8813
x-ai/grok-3-beta,Bloc Quebecois,reversed_instructions_02,1,"['😠', '😡', '😡', '😡', '😡', '😡', '😡', '😤', '😡', '😡']",0.9219
x-ai/grok-3-beta,Broad Front,final_01,1,"['😡', '😡', '😡', '😡', '😡', '😡', '😊', '😡', '😡', '😠']",0.9219
x-ai/grok-3-beta,Broad Front,reversed_based_on_training_data_03,1,"['😊', '😊', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡']",1.1568
x-ai/grok-3-beta,Broad Front,reversed_instructions_02,1,"['😠', '😊', '😠', '😠', '😊', '😠', '😊', '😡', '😊', '😊']",1.361
x-ai/grok-3-beta,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",final_01,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_based_on_training_data_03,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",reversed_instructions_02,1,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",final_01,4,"['😡', '😡', '😡', '😡', '😡', '😡', '😠', '😡', '😡', '😡']",0.469
x-ai/grok-3-beta,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_based_on_training_data_03,4,"['😡', '😡', '😠', '😡', '😠', '😡', '😠', '😠', '😠', '😡']",1.0
x-ai/grok-3-beta,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",reversed_instructions_02,4,"['😠', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😡', '😠']",0.7219
x-ai/grok-3-beta,Chile Let's Go,final_01,4,"['😂', '😡', '😡', '😂', '😠', '😡', '😡', '😡', '😡', '😡']",1.1568
x-ai/grok-3-beta,Chile Let's Go,reversed_based_on_training_data_03,4,"['😡', '😠', '😡', '😡', '😂', '😡', '😡', '😡', '😡', '😂']",1.1568
x-ai/grok-3-beta,Chile Let's Go,reversed_instructions_02,4,"['😡', '😡', '😡', '😠', '😡', '😡', '😡', '😠', '😠', '😡']",0.8813
x-ai/grok-3-beta,Christian Democratic Union,final_01,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
x-ai/grok-3-beta,Christian Democratic Union,reversed_based_on_training_data_03,4,"['😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊', '😊']",-0.0
